,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
10,Hotel San Pedro del Fuerte,"Información  Este hotel de ladrillo se encuentra en una calle arbolada a 3 minutos a pie de la estación de metro Floresta, a 4 km del museo de Antioquia y a 6 km del parque Explora.
Las suites sencillas cuentan con cocina integrada, Wi-Fi gratuito, TV de pantalla plana y un comedor agradable. Las suites mejoradas tienen 2 dormitorios, 2 baños y sala de estar con comedor. Se ofrece servicio a la habitación las 24 horas, todos los días.
Los servicios gratuitos incluyen estacionamiento y un desayuno que se sirve en un restaurante informal en el atrio con cocina internacional y regional. Hay una sala de reuniones.
  
Wi-Fi gratis

Desayuno pago

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Servicio en la habitación

Apto para niños

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",4.4,909.0,Hotel de 3 estrellas,,,,http://www.hotelsanpedrodelfuerte.com/,Comuna La América Hoteles,(604) 5403760 ,"Cl. 46 #80-23, La Floresta, Medellín, La América, Medellín, Antioquia",6.2562671,-75.5986832
11,hOLa Med_hOteL,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Servicio de lavandería

Gimnasio

Libre de humo
 ",4.1,9.0,,,,,,Comuna La América Hoteles,315 8933938 ,"Cl. 42 #81 a 35, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2475969,-75.603353
12,Edificio Santa Marta,"Reseñas
5
4
3
2
1
4,6
5 reseñas
  
Escribir una reseña
  

Ordenar",4.6,5.0,,,,,,Comuna La América Hoteles,,"Cl. 47D #81-25, La Floresta, Medellín, La América, Medellín, Antioquia",6.2585184,-75.5989591
13,Mi Medellin Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Gimnasio
 ",3.8,64.0,,,,,,Comuna La América Hoteles,311 5427958 ,"Cl 44 #94-155, La América, Medellín, La América, Medellín, Antioquia",6.2546974,-75.6119267
14,Apartahotel Estadio Gold,"Información  
Wi-Fi gratis

Desayuno pago

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Se permiten mascotas

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.9,41.0,,,,,,Comuna La América Hoteles,320 4592918 ,"Cl. 48B #78a 13, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2595532,-75.5960673
15,Parque de La Floresta,"Información  Parque en vecindario con área de juegos y eventos frecuentes, paseos en poni por la tarde y comida callejera.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,9300.0,,Parque,Accesible con silla de ruedas,,,Comuna La América Parques,,"Cra. 84 #45d-24, La América, Medellín, La América, Medellín, Antioquia",6.255824,-75.6015104
16,Parque el Danubio,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,49.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques,,"El Danubio, Medellín, La América, Medellín, Antioquia",6.2523227,-75.6060091
17,Parque El Regreso,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.5,76.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques,,"a 89a-78, Cl. 47A #89a-2, Medellín, Antioquia",6.256794,-75.6058455
18,Parque John F. Kennedy - Parque del Amor,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.4,1960.0,,Parque para perros,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques,,"Cl 48A #81, Calasanz, Medellín, La América, Medellín, Antioquia",6.2594,-75.5996212
19,Parque Floresta Santa Lucía,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,238.0,,Parque,Accesible con silla de ruedas,,,Comuna La América Parques,,"Cl. 48 #91-40, Santa Lucia, Medellín, La América, Medellín, Antioquia",6.2584041,-75.6074022
20,zona recreativa parque del amor,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.5,90.0,,Parque,Accesible con silla de ruedas,"6 .,3 pm.",,Comuna La América Parques,,"Cra. 82 #48, Calasanz, Medellín, La América, Medellín, Antioquia",6.2593498,-75.5996619
21,PARQUE INFANTIL LA 84,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios

Toboganes
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.4,135.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques,,"Cl. 42B #82-126, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2482766,-75.6050324
22,Parque del Ajedrez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Mesas de pícnic
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,1693.0,,Parque,Accesible con silla de ruedas,,,Comuna La América Parques,,"Cra. 92 #34d-93, Belencito, Medellín, La América, Medellín, Antioquia",6.2481844,-75.6159283
23,Placa Deportiva El Triángulo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,188.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques,,"a 44a-84, Dg. 86a #44a-60, Medellín, Antioquia",6.2525657,-75.6054003
24,Parque de La Paz,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.7,379.0,,Parque,Accesible con silla de ruedas,,,Comuna La América Parques,,"Veinte De Julio, Medellín, San Javier, Medellín, Antioquia",6.2511206,-75.6217825
25,Donde CHECHO Comida Rapida,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.6,606.0,$ 10.000-20.000,Restaurante,,"6 pm.,6 .",,Comuna La América Comida rápida,314 6683010 ,"Cl. 42C #84-8, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2487494,-75.6052872
26,Quesudos los mellos,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.5,144.0,$ 10.000-20.000,Restaurante de comida rápida,,"6 pm.,6 .",,Comuna La América Comida rápida,350 6522898 ,"Cra. 86A #477, La América, Medellín, La América, Medellín, Antioquia",6.2567883,-75.6027235
27,Los Perritos | Perros Calientes & Hamburguesas - Floresta,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Almuerzo

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.6,1137.0,$ 10.000-20.000,Restaurante de comida rápida,No accesible con silla de ruedas,"3 pm.,6 .",,Comuna La América Comida rápida,323 2739536 ,"Los Perritos | Perros Calientes y Hamburguesas Sede Floresta, Cra. 82 #Cl. 46, La América, Medellín, La América, Medellín, Antioquia",6.2561805,-75.600008
28,Meras Papas,"Información  Opciones de servicio

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.2,28.0,$ 20.000-30.000,Restaurante de comida rápida,,,http://www.meraspapas.com/,Comuna La América Comida rápida,312 5583207 ,"Tv. 45D #85-27, La América, Medellín, La América, Medellín, Antioquia",6.2557692,-75.6021089
29,Comidas Rápidas Mandirricas,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle",4.5,11.0,,Restaurante de comida rápida,,,,Comuna La América Comida rápida,,"Cra. 84 #42c94, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2493746,-75.6047707
30,Juan Papitas,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.1,54.0,$ 10.000-20.000,Restaurante de comida rápida,,"6 pm.,6 .",https://instagram.com/juanpapitas1?igshid=YmMyMTA2M2Y=,Comuna La América Comida rápida,302 5950965 ,"Cl 47B #90b-11, Santa Lucia, Medellín, La América, Medellín, Antioquia",6.2571365,-75.6072826
31,Animal Cocina Floresta (Sede 2),"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Cócteles

Comidas durante la madrugada

Vino
    Opciones del local

Almuerzo

Cena

Postres
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Menú para niños
    Estacionamiento

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.5,802.0,$ 20.000-30.000,Restaurante,,"12 pm.,6 .",http://animalcocina.com/,Comuna La América Comida rápida,302 4555684 ,"Cra. 86 #45c 68, La América, Medellín, La América, Medellín, Antioquia",6.2556344,-75.602288
32,Mister Alitas,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños
    Estacionamiento

Estacionamiento gratuito en la calle",4.5,1344.0,$ 20.000-30.000,Restaurante de alas de pollo,,"3 pm.,6 .",,Comuna La América Comida rápida,301 3110364 ,"Cra. 82 #4616, La América, Medellín, La América, Medellín, Antioquia",6.2565784,-75.5999942
33,Comidas rapidas 8055,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,77.0,$ 10.000-20.000,Restaurante,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna La América Comida rápida,(604) 4444841 ,"Av. 80 #54a41, Ferrini, Medellín, La América, Medellín, Antioquia",6.2691632,-75.595595
34,Asadero La Hoguera Paisa,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.8,18.0,,Restaurante de comida rápida,,"9 .,9 pm.",,Comuna La América Comida rápida,310 8646380 ,"Cl 44 # 80 - 92, La Floresta, Medellín, La América, Medellín, Antioquia",6.2509952,-75.6029559
35,Santa Wings & Drinks,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Deportes
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Cerveza

Cócteles

Vino
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.5,177.0,$ 20.000-30.000,Restaurante,,"3 pm.,6 .",https://santawings.weebly.com/,Comuna La América Bares,43220077 ,"Cra. 86B #47A-27, La América, Medellín, La América, Medellín, Antioquia",6.2577921,-75.6033093
36,Breaking bar medellin,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Estacionamiento gratuito en la calle",4.5,201.0,,Bar,No accesible con silla de ruedas,"6 pm.,6 .",,Comuna La América Bares,300 5750207 ,"Av. 80 #45g-19, La Floresta, Medellín, La América, Medellín, Antioquia",6.2555905,-75.5986595
37,ADDICT SHOTS 80,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Retiros en la puerta

Pedidos desde el automóvil

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario

Sanitarios unisex

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.5,578.0,,Bar,No accesible con silla de ruedas,"6 pm.,6 .",https://instagram.com/addict_shots?utm_medium=copy_link,Comuna La América Bares,300 5309211 ,"Av. 80 #48b-11, Calasanz, Medellín, La América, Medellín, Antioquia",6.2601652,-75.5976043
38,Dopamina Rock bar Floresta,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Asientos en la terraza

Buenos cócteles

Deportes

Karaoke

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas en hora feliz

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar

Vino
    Opciones del local

Se permiten alimentos de otro lugar

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Mascotas

Se permiten perros",4.4,1080.0,$ 20.000-30.000,Bar,Accesible con silla de ruedas,"6 pm.,6 .",https://www.facebook.com/dopaminacafebar,Comuna La América Bares,314 6626414 ,"Cl. 48 #80-10, Calasanz, Medellín, La América, Medellín, Antioquia",6.2590466,-75.5980499
39,La Cafe,"Información  Opciones de servicio

Asientos al aire libre

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comida

Comida en el bar

Vino
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.1,25.0,$ 20.000-30.000,Bar restaurante,,"12 pm.,9 pm.",https://instagram.com/lacafedetodos22?igshid=YmMyMTA2M2Y=,Comuna La América Bares,(604) 5395100 ,"Cra. 84 #45c-117, La América, Medellín, La América, Medellín, Antioquia",6.2551443,-75.6018898
40,Bar Restaurante San Alborozo,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos",3.7,7.0,,Bar restaurante,,,,Comuna La América Bares,44138184 ,"Tv. 45D #23, La América, Medellín, La América, Medellín, Antioquia",6.255892,-75.602025
41,EureK BaR,"Información  Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Pedidos desde el automóvil

Consumo en el lugar

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Mascotas

Se permiten perros",4.8,26.0,$ 20.000-30.000,Bar,,"6 pm.,12 .",,Comuna La América Bares,,"Cl 44 #89-31, El Danubio, Medellín, La América, Medellín, Antioquia",6.2517991,-75.6072043
42,bar 1800,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Deportes

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.3,275.0,$$,Bar,,"6 pm.,6 .",,Comuna La América Bares,301 3807502 ,"Carrera 81#35-67, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2439533,-75.6029015
43,Licorera Contravia,"Información  Qué ofrece

Alcohol

Bebidas fuertes

Cerveza
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.6,28.0,,Bar,,,,Comuna La América Bares,,"Cra. 84 #45aa-1 a 45aa-93,, Medellín, Antioquia",6.2535331,-75.6034417
44,Tabarini Bar,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.8,24.0,,Bar,,,,Comuna La América Bares,,"Tv. 45c #843 45C, La América, Medellín, La América, Medellín, Antioquia",6.2544227,-75.6025664
45,Discoteca The rouse vip 33,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Bucle magnético de asistencia

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.3,117.0,,Club nocturno,Accesible con silla de ruedas,"6 pm.,6 .",,Comuna La América Discotecas,318 3311205 ,"Av. 33 #76, Medellín, Belén, Medellín, Antioquia",6.2387725,-75.597874
