,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
10,Lleras Park Concept Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina

Aire acondicionado

Centro de negocios

Se permiten mascotas

Restaurante

Transporte desde/hacia el aeropuerto

Jacuzzi

Gimnasio

Bar

Libre de humo
 ",3.6,170.0,Hotel de 2 estrellas,,,,https://llerasparkconcepthotel.com/,Comuna El Poblado Hoteles,305 2897766 ,"Cra. 38 #8-83, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2083497,-75.5678544
11,BALI AT POBLADO,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina cubierta

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Apto para niños

Cocina en algunas habitaciones

Jacuzzi

Gimnasio

Libre de humo
 ",3.6,361.0,Hotel de 3 estrellas,,,,https://hotelbaliatpoblado.com/,Comuna El Poblado Hoteles,310 6022157 ,"Cra. 43A #7d-46, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2085995,-75.5710205
12,The Art Hotel Medellin,"Información  Este moderno hotel ubicado en una calle arbolada tiene una temática artística contemporánea y se encuentra a 2 minutos a pie de las tiendas y los restaurantes del parque Lleras, y a 3 km del Museo de Arte Moderno de Medellín. El aeropuerto internacional José María Córdova está a 31 km.
Las modernas habitaciones de estilo industrial cuentan con Wi-Fi gratis, TV de pantalla plana y aire acondicionado, así como caja fuerte y frigobar. Las habitaciones mejoradas también tienen área de visitas, y algunas cuentan con terraza o vista a la ciudad.
Desayuno incluido. Los servicios incluyen spa con saunas, servicio de masajes y tina, además de gimnasio, cine, sala en el vestíbulo y café/bar. Se ofrece estacionamiento.
  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Servicio en la habitación

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio

Bar

Libre de humo
 ",4.0,1029.0,Hotel de 4 estrellas,,,,https://www.arthotelmedellin.com/es/,Comuna El Poblado Hoteles,317 8926114 ,"Cra. 41 #9-31, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2094949,-75.5690044
13,Lleras Green Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Piscina

Aire acondicionado

Servicio de lavandería

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",4.0,557.0,Hotel de 2 estrellas,,,,http://llerasgreenhotel.co/,Comuna El Poblado Hoteles,(604) 4480281 ,"Cl. 9 #40-30, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2091045,-75.5685934
14,Hotel Tik Medellín,"Información  Este hotel informal con vista a la cordillera de los Andes se encuentra en un edificio de ladrillos entre restaurantes y bares, a 21 km del aeropuerto internacional José María Córdova.
Las habitaciones discretas tienen mobiliario sencillo, Wi-Fi y TV de pantalla plana.
Las comodidades incluyen un salón sencillo en el vestíbulo y una terraza en la azotea con tina y vista a la montaña. También se ofrece desayuno.
  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Piscina

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Jacuzzi

Gimnasio

Libre de humo
 ",4.0,329.0,Hotel de 3 estrellas,,,,http://www.tikhotelmedellin.com/,Comuna El Poblado Hoteles,316 4681635 ,"Cra. 43B #9-15, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2103101,-75.571483
15,Hotel Moet,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.3,195.0,,,,,https://www.hotelmoetmedellin.com/,Comuna El Poblado Hoteles,311 8436224 ,"Cl 10 #35 - 29 piso 2, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2087105,-75.56595
16,Selina Medellin,"Información  Este hostal animado, con un ambiente pintoresco y tranquilo, está ubicado en un área ajetreada llena de tiendas y restaurantes, a 3 km del Museo de Arte Moderno de Medellín y de la estación de tren Poblado.
Los dormitorios sencillos, mixtos y no mixtos, con capacidad para 20 huéspedes, cuentan con acceso a Wi-Fi, casilleros y baños compartidos. Las habitaciones privadas y modernas tienen baño integrado o aire acondicionado.
Los servicios incluyen un restaurante, un centro de negocios y un patio con bar al aire libre. También se ofrecen clases de yoga.
  
Wi-Fi gratis

Desayuno

Estacionamiento

Accesible

Piscina cubierta

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Apto para niños

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Bar
 ",4.4,3106.0,Hotel de 4 estrellas,,,,http://www.selina.com/colombia/medellin,Comuna El Poblado Hoteles,350 2717217 ,"Cra. 32d #9 - 17, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2076704,-75.5641669
17,Hotel Stanza Medellin,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Aire acondicionado

Apto para niños

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.3,128.0,Hotel de 3 estrellas,,,,,Comuna El Poblado Hoteles,,"Cra. 35 #7 38, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.206526,-75.5653923
18,HOTEL FENCE,"Información  
Transporte desde/hacia el aeropuerto
 ",3.8,27.0,Hotel de 2 estrellas,,,,https://www.instagram.com/hotelfencemedellin/,Comuna El Poblado Hoteles,300 7570711 ,"Cl 10 #40-62, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2099643,-75.5685751
19,Parque de El Poblado,"Información  Plaza verde y punto de encuentro central con vendedores de comida y artesanía, y vida nocturna alrededor.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.4,32419.0,,Parque,Accesible con silla de ruedas,,http://www.medellin.gov.co/,Comuna El Poblado Parques,,"El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2100096,-75.5711208
20,Parque De La Presidenta,"Información  Parque público con senderos, puentes de madera, mercados de agricultores y áreas de juegos para niños.
    Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,411.0,,Parque,Accesible con silla de ruedas,,,Comuna El Poblado Parques,,"Cra. 39, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2078144,-75.5699941
21,Parque lleras,"Información  Zona dinámica con una gran variedad de restaurantes que sirven comida regional, bares y otros locales nocturnos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Sanitario público
    Mascotas

Se permiten perros",4.4,20326.0,,Parque,Accesible con silla de ruedas,,https://comunasdemedellin.com/,Comuna El Poblado Parques,,"Cl 10 #25-18, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.208881,-75.5677791
22,Parque Lineal La Presidenta,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.5,1442.0,,Parque,Accesible con silla de ruedas,,,Comuna El Poblado Parques,,"Cl. 8 #42-25, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2080339,-75.5704623
23,Parque de la bailarina,"Información  Parque compacto con vegetación densa, un sendero hacia una iglesia pequeña y vista panorámica a la ciudad.
    Accesibilidad

Entrada accesible para personas en silla de ruedas
    Actividades

Senderismo
    Menores

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.6,1334.0,,Parque,Accesible con silla de ruedas,,,Comuna El Poblado Parques,,"Cra. 43E #7D-70, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.210057,-75.5744286
24,Parque,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",5.0,12.0,,Parque,Accesible con silla de ruedas,"6 .,6 pm.",,Comuna El Poblado Parques,,"El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.216752,-75.5671198
25,Parque Natural,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.3,34.0,,Parque,Accesible con silla de ruedas,"6 .,9 .",,Comuna El Poblado Parques,,"Cra. 37, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.207432,-75.5671234
26,Parque Lineal Ciudad del Río,"Información  Área verde urbana popular para pícnics, recreación y relajación; se realizan festivales y otros eventos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Sanitario público
    Menores

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.6,8015.0,,Parque,Accesible con silla de ruedas,,,Comuna El Poblado Parques,,"Cra 43G #2420, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.220968,-75.5734487
27,Parque Monumento a Pedro Justo Berrío.,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",5.0,1.0,,Parque,Accesible con silla de ruedas,"6 .,3 pm.",,Comuna El Poblado Parques,,"Monumento parque lleras, Cra. 37 #8A, El Poblado, Envigado, Medellín, El Poblado, Medellín, Antioquia",6.2086633,-75.5674342
28,Telemedellín - Canal Parque Gabriel García Márquez,"Información  Parque boscoso con estanques de peces, muros de escalada, áreas de juegos, senderos y zonas de pícnic.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Mesas de pícnic

Sanitario público

Toboganes
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.7,4255.0,,Parque,Accesible con silla de ruedas,,http://comunasdemedellin.com/?utm_source=telemedellin&utm_medium=d&utm_campaign=d,Comuna El Poblado Parques,44489590 ,"Cra. 43F #18-60, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2192457,-75.5707967
29,El Corral El Poblado,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Barra de ensaladas

Café
    Opciones del local

Desayunos

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.5,1701.0,$$,Restaurante,Accesible con silla de ruedas,"9 .,6 .",https://pideenlinea.elcorral.com/,Comuna El Poblado Comida rápida,333 6222122 ,"Cra. 32d #9 - 92, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.208405,-75.5641452
30,German Street Food,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Barra de ensaladas

Cerveza

Comidas durante la madrugada

Opciones veganas

Platos vegetarianos
    Opciones del local

Desayunos

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Sillas altas",4.3,541.0,$ 20.000-30.000,Restaurante de comida rápida,Accesible con silla de ruedas,,http://germanstreetfood.co/,Comuna El Poblado Comida rápida,,"Cra. 43B #9 - 07, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2102223,-75.5714712
31,Los Cebolludos Parque Poblado,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,4.0,,Restaurante de comida rápida,,"6 .,9 .",,Comuna El Poblado Comida rápida,,"Cra. 43A, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2095716,-75.5706338
32,Los Verdes,"Información  Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños",3.4,85.0,,Restaurante de comida rápida,,,,Comuna El Poblado Comida rápida,44446580 ,"Cra. 40 #9A-12, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2094571,-75.5679884
33,Rapidogs,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Desayunos

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle",4.2,1948.0,$ 20.000-30.000,Restaurante de comida rápida,Accesible con silla de ruedas,,http://www.rapidogs.com/,Comuna El Poblado Comida rápida,43124288 ,"Cra. 48 #5-08, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2077226,-75.5765609
34,Diez & Cuatro,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",2.6,23.0,$ 20.000-30.000,Restaurante de comida rápida,,,,Comuna El Poblado Comida rápida,,"Cl 10 #43C 07 Local 02, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.21107,-75.5720245
35,Los Chamos - Poblado,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo

Cena

Postres

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.1,151.0,,Restaurante de comida rápida,Accesible con silla de ruedas,,https://instagram.com/loschamosarepas?igshid=YmMyMTA2M2Y=,Comuna El Poblado Comida rápida,321 2734238 ,"Cra. 34 #8a-49, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2083218,-75.5652287
