,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
10,La Antigua Restaurante y Banquetes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Café
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena

Servicio de catering

Postres
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños
    Estacionamiento

Es un poco difícil encontrar espacio",4.6,657.0,$ 20.000-30.000,Restaurante,Accesible con silla de ruedas,"12 pm.,6 pm.",https://www.paginasamarillas.com.co/empresas/la-antigua-restaurante-y-banquetes/medellin-15517495,Comuna La Candelaria Restaurantes,300 2138314 ,"Cra. 42 #50-69, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.247524,-75.5619452
11,Restaurante La Polka,"Información  Opciones de servicio

Para llevar

Consumo en el lugar
    Qué ofrece

Café
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.6,16.0,,Restaurante,,"12 pm.,3 pm.",,Comuna La Candelaria Restaurantes,2631813 ,"Cra. 50A #63-118, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2607597,-75.5618432
12,Restaurante Tomas,"Información  Opciones de servicio

Asientos al aire libre

Para llevar

Consumo en el lugar
    Opciones del local

Desayuno-almuerzo

Almuerzo

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.4,234.0,,Restaurante,,"12 pm.,9 pm.",,Comuna La Candelaria Restaurantes,304 6225358 ,"Cl. 51 #57-5, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2540612,-75.5752111
13,Restaurante Hatoviejo Centro,"Información  Accesibilidad

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Aperitivos

Bebidas fuertes

Café

Cerveza

Cócteles

Comedor privado

Platos vegetarianos

Vino
    Opciones del local

Desayunos

Desayuno-almuerzo

Almuerzo

Cena

Servicio de catering

Postres

Espacio con asientos
    Servicios

Sanitario

Tiene bar

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito
    Menores

Ideal para ir con niños

Menú para niños

Sillas altas
    Estacionamiento

Es difícil encontrar espacio

Estacionamiento pagado",4.6,1180.0,$$$,Restaurante colombiano,,"9 .,6 pm.",http://www.hatoviejo.com/,Comuna La Candelaria Restaurantes,(604) 3228998 ,"Cra. 47 #52-17, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2497278,-75.5655917
14,Hotel Zona 45,"Reseñas
5
4
3
2
1
4,4
44 reseñas
  
Escribir una reseña
  

Ordenar
Todas
cómodas
4",4.4,44.0,,,,,,Comuna La Candelaria Hoteles,318 2142760 ,"Cra. 45 #49-69, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2475748,-75.5645103
15,HOTEL Country,"Información  
Wi-Fi gratis

Desayuno incluido

Piscina

Gimnasio
 ",3.6,272.0,,,,,,Comuna La Candelaria Hoteles,313 8319393 ,"Cra. 47 #52-160, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2506394,-75.5649436
16,Hotel Bayadera Real,"Información  
Wi-Fi gratis

Desayuno pago

Estacionamiento

Accesible

Piscina

Aire acondicionado

Se permiten mascotas

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.3,53.0,,,,,,Comuna La Candelaria Hoteles,301 1581118 ,"Cl. 40a #52-41, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.24165,-75.5731979
17,Hotel Panorama,"Información  
Wi-Fi gratis

Desayuno

Accesible

Piscina

Centro de negocios

Se permiten mascotas

Servicio en la habitación

Restaurante

Gimnasio

Bar
 ",4.1,314.0,,,,,https://panoramahotel.co/,Comuna La Candelaria Hoteles,321 5617121 ,"Cra. 45 #49 - 48, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2472505,-75.5645361
18,0,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Piscina

Servicio de lavandería

Se permiten mascotas

Gimnasio

Libre de humo
 ",4.2,56.0,,,,,,Comuna La Candelaria Hoteles,317 3150701 ,"Tv 42B #63C -51, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2454124,-75.5818351
19,Hostal Prado Colonial,"Reseñas
5
4
3
2
1
4,5
10 reseñas
  
Escribir una reseña
  

Ordenar
Todas
felipe
3
gatos
2
jardin
2",4.5,10.0,,,,,,Comuna La Candelaria Hoteles,300 1590971 ,"Calle 63# 50a-64 Prado, Medellín, Antioquia",6.2603795,-75.5629768
20,Hotel Villa Real Medellin la 70,"Información  Este hotel sencillo ubicado en una calle con bares y restaurantes está a 2 minutos a pie de una estación de metro y a 2 km de la unidad deportiva Atanasio Girardot, un complejo polideportivo.
Las habitaciones con decoración sencilla tienen obras de arte coloridas, ventilador, TV y frigobar.
Los servicios incluyen un salón sencillo en el vestíbulo y un restaurante discreto con terraza cubierta. Además, se ofrece estacionamiento.
  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Aire acondicionado

Servicio de lavandería

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",4.1,1657.0,Hotel de 3 estrellas,,,,,Comuna La Candelaria Hoteles,(604) 4076500 ,"Cra. 70 #45E- 153, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2522198,-75.5882442
21,61Prado Hotel,"Información  Esta informal casa de huéspedes, ubicada en la lujosa área residencial de El Prado, se encuentra a 15 minutos a pie del parque Berrío y a 2 km del Planetario de Medellín y del Museo de Antioquia.
Las habitaciones tranquilas ofrecen Wi-Fi gratis, TV de pantalla plana y baño privado, y algunas cuentan con techo de madera, mientras que las suites modestas incluyen área de visitas. Se ofrece servicio a la habitación.
Entre las comodidades del hotel, se incluyen una terraza con vista a la ciudad, un bar con pisos de piedra y un agradable restaurante con pared de ladrillos a la vista.
  
Wi-Fi gratis

Desayuno pago

Estacionamiento gratuito

Piscina

Servicio de lavandería

Se permiten mascotas

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio

Bar

Libre de humo
 ",4.6,464.0,Hotel de 3 estrellas,,,,https://61prado.webflow.io/,Comuna La Candelaria Hoteles,(604) 2549743 ,"Cl. 61 #50A-60, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2587975,-75.5639215
22,Hotel San Vicente,"Información  
Wi-Fi gratis

Desayuno

Piscina

Restaurante

Gimnasio
 ",4.3,57.0,,,,,https://sites.google.com/view/hotelsanvicentedepaul/inicio,Comuna La Candelaria Hoteles,301 6664228 ,"Cra 51C #67 27, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2644542,-75.5646774
23,Hotel Medellín Kapital,"Información  Este hotel económico y sencillo ubicado en una calle comercial concurrida está a 11 minutos a pie del parque de Berrío y a 15 minutos a pie de las exhibiciones del Museo de Antioquia. También se encuentra a 8 minutos a pie de la estación de tren San Antonio.
Las habitaciones (algunas con balcón) tienen mobiliario sencillo, TV y ventilador. Se ofrece servicio a la habitación.
Los servicios incluyen un salón informal, un restaurante y espacio para eventos y reuniones. También hay una lavandería autoservicio.
  
Wi-Fi gratis

Desayuno

Piscina

Restaurante

Gimnasio

Libre de humo
 ",3.7,772.0,Hotel de 2 estrellas,,,,,Comuna La Candelaria Hoteles,315 4113253 ,"Cra. 45 #45-25, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2448953,-75.5666682
24,Prado Home Hostel,"Información  
Wi-Fi gratis

Desayuno pago

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Servicio de lavandería

Se permiten mascotas

Servicio en la habitación

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",3.9,81.0,,,,,,Comuna La Candelaria Hoteles,322 5447503 ,"Cra. 49 #60 40, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2573436,-75.5620706
25,Hotel Sucre Real,"Reseñas
5
4
3
2
1
3,9
14 reseñas
  
Escribir una reseña
  

Ordenar",3.9,14.0,,,,,,Comuna La Candelaria Hoteles,,"Cra. 47 #56-35, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.24717,-75.5667128
26,Hotel Casa Botero Medellin,"Reseñas
5
4
3
2
1
4,3
50 reseñas
  
Escribir una reseña
  

Ordenar
Todas
precio
2",4.3,50.0,,,,,,Comuna La Candelaria Hoteles,310 4241480 ,"Cra. 52 #51A-27, Centro, Medellín, La Candelaria, Medellín, Antioquia",6.2514262,-75.569109
27,Ayenda 1247 Hotel Colombia Avenida,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Accesible

Piscina

Aire acondicionado

Se permiten mascotas

Transporte desde/hacia el aeropuerto

Gimnasio

Bar

Libre de humo
 ",4.1,196.0,Hotel de 3 estrellas,,,,https://hotelcolombiaavenidamedellin.wordpress.com/,Comuna La Candelaria Hoteles,301 2647700 ,"C. 50 #N° 68 - 14, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2579572,-75.584401
28,Parque de Bolívar,"Información  Parque adyacente a la Catedral Metropolitana con una fuente y estatua del libertador Simón Bolívar.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.1,12594.0,,Parque local,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,,"Cra. 49 #5596, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2529003,-75.5645992
29,Parque Bicentenario,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,2212.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,,"Carrera 38 con Calle 52, Cl. 53 #35-28, Medellín, Antioquia",6.2466074,-75.5568187
30,Parque de Prado,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,288.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,,"Av. Palacé #6654, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2629676,-75.5602346
31,Parque Berrío,"Información  Plaza histórica y concurrida, con muchos árboles, bancas, vendedores y una estatua destacada.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Sanitario público
    Mascotas

Se permiten perros",4.1,32072.0,,Parque local,Accesible con silla de ruedas,"6 .,None",http://www.medellin.gov.co/,Comuna La Candelaria Parques,,"C. 50, La Candelaria, Medellín, La Candelaria, Medellin, Antioquia",6.2500271,-75.5681333
32,Parque de Boston,"Información  Parque concurrido con puestos de comida callejera y una estatua del siglo XIX del general José María Córdova.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,14441.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,320 2531575 ,"Cra. 38 #54 - 97, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.248071,-75.5576228
33,Cancha Parque Del Salvador,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Cancha de básquetbol

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.2,819.0,,Parque,Accesible con silla de ruedas,"6 .,None",http://www.inder.gov.co/,Comuna La Candelaria Parques,3699000 ,"Cl. 46 #3778 #37- a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2421395,-75.5603516
34,Parque del Obrero,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,1817.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,,"Cra. 39, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2512196,-75.5566025
35,Parque Olano,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.7,23.0,,Parque,Accesible con silla de ruedas,"6 .,12 .",,Comuna La Candelaria Parques,,"Cra. 49 #65, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2614989,-75.5600668
36,Parque de la Vida,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,114.0,,Centro cultural,Accesible con silla de ruedas,"9 .,9 pm.",http://www.parquedelavida.co/,Comuna La Candelaria Parques,42118844 ,"Cra. 51D #62-42, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2611576,-75.5656412
37,Parque de los Pies Descalzos,"Información  Parque con una zona de arena, fuentes y área verde con jardín, además de un museo de ciencias interactivo.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Mesas de pícnic

Sanitario público
    Menores

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,16464.0,,Parque,Accesible con silla de ruedas,"9 .,6 pm.",http://www.facebook.com/pages/parque-de-los-deseos/266081363550657,Comuna La Candelaria Parques,43808080 ,"Cra. 58 #42-125, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2446509,-75.5772046
38,Parque Punta de Piedra,"Información  Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.6,26.0,,Parque,,"6 .,3 .",,Comuna La Candelaria Parques,,"Cra. 38 #26-375, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2273983,-75.5677806
39,Parque de los Deseos,"Información  Plaza abierta con áreas de juego, puestos de comida y una pantalla gigante para pasar películas en la noche.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Mesas de pícnic

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.5,22196.0,,Parque local,Accesible con silla de ruedas,,https://www.grupo-epm.com/site/fundacionepm/,Comuna La Candelaria Parques,,"Cl. 71, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2684353,-75.5660855
40,Parques del Río,"Información  Ruta peatonal y ciclista a lo largo de un cuidado corredor fluvial con árboles, flores y obras de arte.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Bucle magnético de asistencia
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Área para patinetas

Mesas de pícnic

Sanitario público
    Menores

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.7,31072.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La Candelaria Parques,44444141 ,"Auto. S, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2435957,-75.5795253
41,Plaza Cisneros,"Información  Plaza construida en 1924 en honor a Francisco Javier Cisneros; reconocida por sus 300 postes luminosos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Servicios

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.3,10398.0,,Parque,Accesible con silla de ruedas,,,Comuna La Candelaria Parques,,"Cl 44, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.245704,-75.5722525
42,Lorica Fast,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",3.4,54.0,,Restaurante de comida rápida,,,https://www.facebook.com/lorica.fast.353,Comuna La Candelaria Comida rápida,301 5400807 ,"Cra. 55 #64-73, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2629526,-75.5682903
43,H&P Comidas Rápidas,"Información  Opciones de servicio

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Informal
    Público usual

Grupos

Recomendable para ir en familia
    Pagos

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños

Menú para niños",4.0,804.0,$ 20.000-30.000,Restaurante de comida rápida,,"12 pm.,6 .",http://comidasrapidashyp.com.co/,Comuna La Candelaria Comida rápida,(604) 3229504 ,"Cra. 43 # 52 - 26, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2488119,-75.5622435
44,Comidas rápidas las bichotas,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,10.0,$ 10.000-20.000,Restaurante de comida rápida,,,,Comuna La Candelaria Comida rápida,,"Cra. 44 #145, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2394154,-75.568247
45,Los Perritos | Perros Calientes y Hamburguesas Sede Universidad,"Información  Accesibilidad

Bucle magnético de asistencia

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.6,1950.0,$ 10.000-20.000,Restaurante de comida rápida,No accesible con silla de ruedas,"3 pm.,6 .",https://www.losperritoscr.com/,Comuna La Candelaria Comida rápida,323 2739536 ,"Cra. 58 #65-10, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2639628,-75.5712113
