,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
10,Road living Home,"Información  
Wi-Fi gratis

Desayuno

Estacionamiento

Piscina

Aire acondicionado

Se permiten mascotas

Restaurante

Cocina en algunas habitaciones

Transporte desde/hacia el aeropuerto

Gimnasio

Libre de humo
 ",5.0,3.0,,,,,,Comuna Guayabal Hoteles,302 3265655 ,"Cra. 55 #2-4, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2097784,-75.5863877
11,Ayenda 1240 Megua,"Información  Este hotel económico y sin pretensiones, ubicado en una zona principalmente residencial, se encuentra a 8 minutos a pie del club de golf El Rodeo y a 16 minutos a pie del aeropuerto Olaya Herrera. El Museo de Antioquia está a 6 km.
Las habitaciones sencillas cuentan con TV de pantalla plana, ventiladores y baños en suite. Algunas tienen literas.
Las comodidades consisten en servicio de transporte al aeropuerto y Wi-Fi. El desayuno está disponible.
  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Piscina

Servicio de lavandería

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Gimnasio
 ",4.5,175.0,Hotel de 3 estrellas,,,,https://ayenda.com/co/hoteles/medellin/ayenda-1240-megua?utm_source=google_business&utm_medium=organic,Comuna Guayabal Hoteles,350 3189890 ,"Cra. 56 #1a - 72, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2093726,-75.5874935
12,Ayenda Casa San Pablo,"Reseñas
5
4
3
2
1
4,1
32 reseñas
  
Escribir una reseña
  

Ordenar
Todas
espacio
2
precio
2",4.1,32.0,Hotel de 2 estrellas,,,,,Comuna Guayabal Hoteles,5555555 ,"Cl 19 #52135, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.221475,-75.5813765
13,CASA 4,"Información  
Wi-Fi gratis
 ",4.5,4.0,,,,,http://www.booking.com/hotel/co/casa-4.html,Comuna Guayabal Hoteles,301 4813659 ,"Cl. 3 #54 - 105, Guayabal, Manzanares, Medellín, Guayabal, Medellín, Antioquia",6.2108468,-75.5862036
14,4 Sur Hotel,"Información  
Wi-Fi gratis

Desayuno incluido

Estacionamiento

Accesible

Piscina

Aire acondicionado

Centro de negocios

Se permiten mascotas

Apto para niños

Restaurante

Transporte desde/hacia el aeropuerto

Jacuzzi

Gimnasio

Libre de humo
 ",4.6,114.0,Hotel de 3 estrellas,,,,https://4surhotel.com/,Comuna Guayabal Hoteles,313 5787362 ,"Cl. 2 Sur #50G-19, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.205545,-75.5835889
15,Portal del Rodeo Aparta Hotel,"Información  Este apartotel sencillo se encuentra frente a un parque arbolado, a 5 km del Museo de Arte Moderno de Medellín, a 6 km del complejo deportivo Atanasio Girardot y a 10 km del parque Explora, un museo interactivo de ciencias.
Los departamentos de 1 habitación son tranquilos y cuentan con Wi‑Fi, TV por cable, sala de estar con sofá cama, comedor, bar de estilo estadounidense y cocina integrada con lavadora. Se ofrece servicio a la habitación.
Se ofrecen desayuno, estacionamiento y visitas guiadas por la ciudad.
  
Wi-Fi gratis

Desayuno

Estacionamiento gratuito

Aire acondicionado

Servicio de lavandería

Centro de negocios

Se permiten mascotas

Servicio en la habitación

Apto para niños

Cocina en todas las habitaciones

Transporte desde/hacia el aeropuerto

Libre de humo
 ",4.5,562.0,Hotel de 3 estrellas,,,,https://eehoteles.com/portal-del-rodeo-aparta-hotel/,Comuna Guayabal Hoteles,(604) 3429797 ,"Diagonal 75 BA # 1-26 Sector Club, Medellín, El Rodeo, Antioquia",6.2108282,-75.5956332
16,Hostal Lucca,"Reseñas
5
4
3
2
1
4,9
19 reseñas
  
Escribir una reseña
    Buscar reseñas
Todas las reseñas
Más útiles
 ",4.9,19.0,,,,,,Comuna Guayabal Hoteles,304 3023073 ,"Cl. 1 Sur #50e-31, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2057351,-75.5820935
17,Lady Mom,"Información  
Wi-Fi gratis

Desayuno pago

Estacionamiento gratuito

Accesible

Piscina

Se permiten mascotas

Restaurante

Gimnasio

Bar
 ",4.4,73.0,,,,,,Comuna Guayabal Hoteles,301 6934656 ,"Tv. 5a #45 82, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2074346,-75.575088
18,Hotel Monarca,"Información  Este hotel sencillo con una fachada parcial de vidrio se encuentra a un kilómetro de la estación de tren de Ayurá, a 5 minutos a pie de la vegetación del parque de las Chimeneas y a 4 km de las visitas guiadas del museo El Castillo.
Las habitaciones están amuebladas de forma sencilla y disponen de Wi-Fi gratis, TV de pantalla plana y frigobar, además de ventilador. Las habitaciones familiares tienen literas y cuentan con capacidad para 6 huéspedes. No hay aire acondicionado. Los niños de hasta 7 años (1 por habitación) se hospedan sin costo adicional con un adulto.
Los servicios incluyen un restaurante informal, un gimnasio y un baño turco. Se ofrece estacionamiento con vigilancia.
  
Wi-Fi gratis

Desayuno incluido

Estacionamiento gratuito

Piscina

Servicio de lavandería

Apto para niños

Restaurante

Libre de humo
 ",4.2,916.0,Hotel de 3 estrellas,,,,,Comuna Guayabal Hoteles,(604) 3625000 ,"Cra. 50A No. 83A - 31 Paralelo a la Central Mayorista, Santa Maria, Itagüi, Itagui, Antioquia",6.1899137,-75.5915612
19,Parque Cristo Rey,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.3,6248.0,,Parque,Accesible con silla de ruedas,,,Comuna Guayabal Parques,,"Cra. 52 #16a33, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2072468,-75.5864069
20,Parque Infantil San Pablo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Se permiten perros",4.4,879.0,,Parque,Accesible con silla de ruedas,,,Comuna Guayabal Parques,,"Entre Calle 17A y Calle 16A, Cra. 52, Guayabal, Medellín, Antioquia",6.2202737,-75.5804942
21,Parquesito San Rafael Guayabal,"Información  Menores

Ideal para ir con niños",,,,Parque,,"6 .,3 .",,Comuna Guayabal Parques,,"Cl. 10 Sur #51-59, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2000852,-75.5900483
22,Parque la guyabala,"Información  Menores

Ideal para ir con niños",,,,Parque,,"6 .,9 pm.",,Comuna Guayabal Parques,,"Cra. 65 &, Cl. 16A, Guayabal, Medellín, Antioquia",6.2241217,-75.584014
23,Parque Canino Guayabal,"Información  Menores

Ideal para ir con niños",4.0,2.0,,Parque local,,"6 .,9 .",,Comuna Guayabal Parques,,"Cra. 65G #1420, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2194854,-75.5859415
24,Parque Santa Fe / Barrio Antioquia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños
    Mascotas

Se permiten perros",4.5,428.0,,Parque,Accesible con silla de ruedas,,,Comuna Guayabal Parques,,"Cra. 65G #calle 19, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2227898,-75.585676
25,Comfenalco Parque Recreacional,"Información  Parque apto para familias con una zona de juegos, piscinas, instalaciones deportivas y un restaurante.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Área para patinetas

Cancha de básquetbol

Cancha de voleibol

Columpios

Mesas de pícnic

Sanitario público

Tiene cancha de tenis
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Se permiten perros",4.6,6559.0,,Parque,Accesible con silla de ruedas,,http://www.comfenalcoantioquia.com/,Comuna Guayabal Parques,42655050 ,"Cl. 25 #52-51, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2256492,-75.5794137
26,Parque - Puente de la 4 Sur,"Información  Menores

Ideal para ir con niños",5.0,1.0,,Parque,,"6 .,9 .",,Comuna Guayabal Parques,,"Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2039963,-75.5803445
27,Parque del HG,"Información  Menores

Ideal para ir con niños",5.0,1.0,,Parque,,"6 .,12 pm.",,Comuna Guayabal Parques,,"Cl. 10 Sur #56-21, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.20099,-75.595272
28,Parque Canino,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",3.4,5.0,,Parque,Accesible con silla de ruedas,"6 .,12 pm.",,Comuna Guayabal Parques,,"Cra. 69B #27-3, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2296377,-75.5903199
29,Comidas Rápidas G&C,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.4,16.0,,Restaurante,,"6 pm.,6 .",,Comuna Guayabal Comida rápida,315 6135737 ,"Carrera 53cc &, Cl. 11B Sur, Medellín, Antioquia",6.1995489,-75.5922427
30,Comidas Rápidas Don Pedro,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",3.9,53.0,,Restaurante de comida rápida,,,,Comuna Guayabal Comida rápida,42553792 ,"Cra. 51B #3 Sur20, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2054697,-75.5857695
31,Comidas Rápidas ¡Huy! que Arepas,,,,,Restaurante de comida rápida,,,,Comuna Guayabal Comida rápida,,"Cl. 2 Sur #126, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2081926,-75.5905254
32,La Terraza del Sabor,"Información  Opciones de servicio

Asientos al aire libre

Entrega sin contacto

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Almuerzo

Cena

Espacio con asientos
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.9,13.0,,Restaurante de comida rápida,,,,Comuna Guayabal Comida rápida,312 8678255 ,"Cra. 56e #10a Sur - 22, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2013172,-75.5962206
33,Rancheros,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.4,64.0,,Restaurante de comida rápida,,"12 .,6 .",,Comuna Guayabal Comida rápida,3546011 ,"Cra. 58 #5-04, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2126079,-75.5861496
34,KiloWings,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar",,,,Comida a domicilio,,,,Comuna Guayabal Comida rápida,318 6124209 ,"Cra 50E # 4 sur 27, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2034124,-75.5832206
35,Hamburguesas y Perros DEL BARRIO,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Comidas durante la madrugada
    Opciones del local

Cena
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle
    Mascotas

Se permiten perros",4.6,815.0,$ 10.000-20.000,Restaurante de comida rápida,,"6 pm.,6 .",,Comuna Guayabal Comida rápida,301 7144951 ,"Cra. 65D #25 - 12, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2264424,-75.5856661
36,LOS VERDES DE GUAYABAL,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Aperitivos

Comidas durante la madrugada
    Opciones del local

Desayuno-almuerzo

Almuerzo

Cena
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Menores

Ideal para ir con niños

Menú para niños",3.9,288.0,$,Restaurante,,"12 pm.,6 .",https://www.losverdes.com.co/,Comuna Guayabal Comida rápida,305 2009694 ,"Cl 20 #57 - 32, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2223689,-75.5825077
37,Comidas Rápidas Marta Puntico,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",4.3,8.0,,Restaurante de comida rápida,,,,Comuna Guayabal Comida rápida,311 7437362 ,"Cl. 2 Sur #156, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2083832,-75.5911385
38,Comidas Rápidas Donde Sandra,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Opciones del local

Cena
    Ambiente

Informal
    Público usual

Grupos
    Menores

Ideal para ir con niños",5.0,3.0,,Restaurante de comida rápida,,,,Comuna Guayabal Comida rápida,314 6613519 ,"Cra. 54 #4a-24, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2107484,-75.5848863
39,Boliparche Bar Guayabal,"Información  Opciones de servicio

Retiros en la puerta

Para llevar

Consumo en el lugar

Entrega a domicilio
    Qué ofrece

Alcohol

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",5.0,1.0,,Bar,,,,Comuna Guayabal Bares,321 7313932 ,"Cl 12C Sur #53 - 23, Guayabal, Itagüi, Medellín, Guayabal, Medellín, Antioquia",6.196544,-75.5924245
40,PATY BEER,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.2,5.0,,Bar,,"3 pm.,6 .",,Comuna Guayabal Bares,320 6475047 ,"Cra. 52 #14Sur-159, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.1933752,-75.5917666
41,Estadero y Bar Zharick,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",,,,Bar,,"9 .,6 .",,Comuna Guayabal Bares,312 8438848 ,"Cra 50E #2 Sur-49 a, Cl. 2 Sur #87, Medellín, Antioquia",6.2044742,-75.582424
42,Happy luna bar,"Información  Opciones de servicio

Entrega a domicilio

Para llevar

Consumo en el lugar
    Qué ofrece

Alcohol

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",5.0,2.0,,Bar,,"6 .,3 .",,Comuna Guayabal Bares,301 5595093 ,"Cl. 24 #65 f 11, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2245075,-75.5860833
43,Bar de sebas,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",5.0,2.0,,Bar,,"3 pm.,6 .",,Comuna Guayabal Bares,,"Cl. 3 Sur #51b-1, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2057027,-75.5858196
44,Bar El Rompoy - Guayabal,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",,,,Bar,,,,Comuna Guayabal Bares,,"Cra. 53 #9S-07, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2016009,-75.5906034
45,Licorera Bar 1978,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Deportes
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.7,55.0,,Bar,,,,Comuna Guayabal Bares,,"Av. Guayabal Carrera 52, Cl. 8 Sur #03, Medellín, Antioquia",6.2016431,-75.5884422
46,Standard Drinks,"Información  Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.3,13.0,,Bar,,,,Comuna Guayabal Bares,313 7995345 ,"Cl. 2 Sur #Carrera 53, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.20664,-75.5869459
47,ANGELS BAR LOUNGE,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.5,13.0,,Bar,,"12 pm.,6 pm.",,Comuna Guayabal Bares,312 6365567 ,"Cl. 3 Sur #52-15, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2058618,-75.5867683
48,Tropical Cocktails,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito

Estacionamiento gratuito en la calle

Garage de stacionamiento gratuito",4.5,402.0,,Bar,,"9 pm.,6 .",,Comuna Guayabal Bares,,"a 25-75,, Cra. 65C #25-1, Medellín, Antioquia",6.2265982,-75.5851989
49,Discotecas D' Medellín,"Información  Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.5,4.0,,Discoteca,,,,Comuna Guayabal Discotecas,301 4611576 ,"a Carrera 72, Medellín, Antioquia",6.2284172,-75.5925486
50,Discoteca El Setentazo,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.0,1.0,,Discoteca,,,,Comuna Guayabal Discotecas,,"Cl. 5 #18, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2060826,-75.5734007
51,Discoteca Amarna,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Karaoke

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.6,1016.0,$$,Discoteca,No accesible con silla de ruedas,,https://www.amarnaunica.com/,Comuna Guayabal Discotecas,305 4506505 ,"Cra 43G #27-10, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.227298,-75.5715171
52,ICONO CLUB,"Información  Opciones de servicio

Entrega a domicilio

Servicios en el lugar

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Hay suficiente espacio

Estacionamiento pagado",4.2,49.0,,Club nocturno,,,,Comuna Guayabal Discotecas,300 3682960 ,"Cra 42, Mall Palmahía #85b - 121, Itagüi, Medellín, Antioquia",6.190969,-75.5838877
53,La Sagrada Fonda Discoteca,"Información  Qué ofrece

Alcohol

Bebidas fuertes

Cerveza
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",,,,Club nocturno,,,,Comuna Guayabal Discotecas,312 7437079 ,"Cl. 26 #43G -30, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2268001,-75.5724937
